geoid,foreign_born_rate,spanish_at_home_rate,avg_household_size
48201314302,0.12545454545454546,0.03229813664596273,1.33
48201520400,0.5673703414125619,0.7323741007194244,2.69
48201432805,0.6663970885564092,0.8129904097646034,3.15
48201321002,0.4288461538461538,0.8364334816012939,2.9
48201422502,0.19224449556358855,0.24031007751937986,2.11
48201452402,0.671983534859789,0.5238224884290771,3.14
48201230500,0.2574312955692653,0.5571966406023747,2.76
48201241503,0.35325264750378216,0.5424757281553398,3.56
48201231400,0.21951878886185455,0.39304347826086955,2.77
48201433505,0.6018390804597701,0.8132530120481928,2.9
48201451100,0.2581453634085213,0.1930078012135221,2.15
48201421205,0.5161968868321414,0.8588588588588588,2.79
48201341303,0.22649863760217984,0.2787060078208318,1.6
48201320901,0.42826704545454547,0.6775009028530156,2.51
48201422304,0.28525787311729806,0.5649149922720247,4.2
48201340101,0.21490683229813665,0.19302775984506132,2.01
48201330200,0.23752039151712886,0.5166083916083916,3.87
48201421502,0.5199234937838699,0.4948494453248811,2.9
48201350803,0.06766917293233082,0.22873602168756355,2.15
48201311701,0.40574001125492404,0.8529411764705882,3.0
48201421203,0.4796437659033079,0.6858475894245724,2.42
48201311502,0.32413793103448274,0.8053639846743295,2.51
48201313000,0.07205331112036652,0.09037900874635568,1.73
48201310800,0.3524327784891165,0.7453798767967146,2.51
48201230600,0.14369310793237972,0.41424713031735316,3.23
48201420100,0.346334416756952,0.37523665278303675,1.69
48201221200,0.3016460144257444,0.7450523864959255,3.58
48201422701,0.54,0.7626296051180234,2.84
48201320700,0.3494259640859582,0.5690859398724567,2.29
48201423304,0.3021834061135371,0.10771152044957852,2.5
48201211302,0.19325301204819278,0.3659033078880407,1.78
48201431205,0.3998292544109277,0.3054491899852725,1.87
48201432502,0.48417228853139593,0.38998211091234347,2.4
48201413203,0.3607257203842049,0.13550135501355012,1.44
48201423301,0.16166380789022297,0.15159633846840811,2.22
48201221501,0.39855521155830753,0.6971061093247588,3.21
48201422404,0.37929745889387145,0.7005553182400683,2.96
48201312901,0.06688068485821295,0.07426597582037997,1.78
48201220800,0.24904507257448433,0.5096645821489483,3.26
48201541702,0.21482602118003025,0.183115823817292,2.22
48201421206,0.6994535519125683,0.9273964832671583,2.62
48201320100,0.45849977807367953,0.6266794625719769,2.2
48201452102,0.5181518151815182,0.14675174013921113,1.99
48201421801,0.16847590099869736,0.19884598313359964,2.19
48201220702,0.5053876478318002,0.7426251691474967,3.17
48201451404,0.35190776832281084,0.28342891638997886,1.77
48201422900,0.520935960591133,0.7318450779989242,2.88
48201321101,0.37808008213552363,0.5086562242374278,2.44
48201423100,0.5287356321839081,0.7546938775510204,3.03
48201422800,0.557467460842709,0.6339898207568047,2.57
48201533301,0.06499682942295498,0.11291897168890336,2.79
48201210500,0.2445982798405706,0.589543682641596,2.44
48201422200,0.26300630063006303,0.2649854510184287,2.12
48201532200,0.528603477285474,0.6320819112627987,2.69
48201531800,0.14549180327868852,0.2704424778761062,2.5
48201320202,0.4427959116386416,0.391591382904795,2.24
48201451004,0.35411764705882354,0.15153452685421995,1.98
48201530702,0.2728535061328396,0.4957109435924097,3.03
48201534002,0.42983128834355827,0.6858101440694692,3.52
48201452501,0.4512,0.5218120805369127,3.01
48201211200,0.054935622317596564,0.3074141048824593,2.22
48201533000,0.11722772277227722,0.27159432746024925,2.48
