geoid,population,median_hh_income,poverty_total,poverty_below,total_households,snap_households
48201454502,2216.0,192174.0,2216.0,92.0,732.0,18.0
48201455200,4190.0,103271.0,4190.0,84.0,1572.0,17.0
48201455300,13436.0,74869.0,13285.0,891.0,5309.0,729.0
48201511004,1842.0,89028.0,1842.0,105.0,966.0,14.0
48201511502,5455.0,205553.0,5455.0,479.0,2253.0,48.0
48201511600,3548.0,86026.0,3548.0,227.0,1668.0,179.0
48201520100,3406.0,151217.0,3406.0,101.0,1419.0,52.0
48201552002,1473.0,67250.0,1473.0,237.0,733.0,105.0
48201552101,4399.0,81678.0,4381.0,408.0,1755.0,241.0
48201552103,3986.0,81354.0,3986.0,624.0,1271.0,280.0
48201553403,8462.0,82903.0,8462.0,1193.0,2920.0,278.0
48201980000,35.0,,35.0,0.0,22.0,0.0
48201232802,2832.0,63429.0,2832.0,209.0,948.0,132.0
48201232901,4348.0,53601.0,4348.0,183.0,1655.0,226.0
48201240705,5463.0,79178.0,5463.0,771.0,1543.0,238.0
48201240706,11268.0,86116.0,11222.0,1390.0,3153.0,718.0
48201241002,5504.0,83402.0,5504.0,170.0,1726.0,146.0
48201241502,2390.0,30217.0,2390.0,873.0,824.0,364.0
48201250306,3936.0,78750.0,3936.0,502.0,1406.0,93.0
48201250406,4836.0,127372.0,4823.0,80.0,1547.0,83.0
48201251504,5612.0,149901.0,5396.0,390.0,1800.0,24.0
48201253201,6367.0,103438.0,6330.0,281.0,2275.0,34.0
48201253501,8875.0,75425.0,8781.0,1706.0,3094.0,281.0
48201253602,4180.0,36542.0,4180.0,1413.0,1670.0,669.0
48201311701,3554.0,65024.0,3537.0,719.0,1174.0,237.0
48201312601,3366.0,88269.0,3350.0,868.0,1964.0,21.0
48201312603,4160.0,78186.0,4160.0,1428.0,2351.0,81.0
48201313101,2555.0,87639.0,2348.0,612.0,1137.0,0.0
48201313202,2629.0,85802.0,2513.0,83.0,1120.0,8.0
48201331603,4532.0,52944.0,4532.0,1138.0,1486.0,494.0
48201334101,9558.0,79638.0,9558.0,1087.0,4977.0,207.0
48201410705,1123.0,,654.0,30.0,399.0,8.0
48201421900,3063.0,182868.0,2992.0,197.0,1009.0,0.0
48201422200,5555.0,33479.0,5503.0,2302.0,2619.0,797.0
48201423204,4070.0,28481.0,4070.0,1913.0,1677.0,606.0
48201423304,3435.0,50689.0,3435.0,673.0,1372.0,333.0
48201451604,3561.0,120147.0,3516.0,156.0,1680.0,35.0
48201454504,5223.0,119083.0,5223.0,547.0,2415.0,55.0
48201530600,3626.0,71029.0,3562.0,1036.0,1322.0,166.0
48201541206,4980.0,111477.0,4882.0,301.0,1587.0,133.0
48201541302,7451.0,76314.0,7451.0,463.0,2049.0,536.0
48201542103,9503.0,93578.0,9503.0,956.0,2877.0,309.0
48201542104,7914.0,87566.0,7881.0,905.0,2408.0,989.0
48201542203,12427.0,91030.0,12384.0,2880.0,3703.0,370.0
48201550303,3375.0,38340.0,3375.0,1443.0,1713.0,433.0
48201550405,7219.0,51005.0,6992.0,2388.0,2365.0,616.0
48201550407,6268.0,81477.0,6268.0,1215.0,1701.0,328.0
48201550901,5599.0,76438.0,5551.0,1345.0,1615.0,272.0
48201551704,3988.0,116417.0,3973.0,275.0,1475.0,99.0
48201552003,4478.0,92610.0,4461.0,578.0,1763.0,149.0
48201553202,4856.0,51086.0,4728.0,1006.0,1927.0,276.0
48201554805,8907.0,101542.0,8907.0,1167.0,2482.0,66.0
48201220701,3498.0,59821.0,3486.0,841.0,989.0,299.0
48201232405,6431.0,61615.0,6382.0,1093.0,1994.0,130.0
48201240101,2243.0,35540.0,2224.0,911.0,720.0,127.0
48201240703,6277.0,69746.0,6277.0,1012.0,1764.0,154.0
48201240906,8525.0,90283.0,8525.0,1390.0,2632.0,551.0
48201250102,5534.0,79890.0,5431.0,230.0,1538.0,91.0
48201252303,5424.0,102449.0,5424.0,741.0,1315.0,285.0
48201252305,6067.0,114609.0,6006.0,62.0,1855.0,275.0
48201313802,2707.0,43348.0,2644.0,864.0,1063.0,288.0
48201320201,2983.0,36592.0,2983.0,1393.0,775.0,439.0
48201320202,3033.0,39617.0,2991.0,507.0,1347.0,271.0
48201333906,5712.0,107406.0,5712.0,324.0,1540.0,115.0
48201423303,1375.0,24213.0,1375.0,305.0,783.0,291.0
48201430102,3009.0,135739.0,2984.0,361.0,1393.0,88.0
48201452701,4022.0,73542.0,4022.0,405.0,1262.0,225.0
48201453902,3752.0,53021.0,3752.0,1281.0,1108.0,212.0
48201454503,2700.0,151397.0,2700.0,44.0,1077.0,28.0
48201454801,4098.0,67500.0,4098.0,280.0,1778.0,69.0
48201510602,4592.0,164076.0,4592.0,121.0,2691.0,0.0
48201510801,4526.0,128269.0,4526.0,60.0,2356.0,27.0
48201510901,6490.0,216490.0,6490.0,56.0,2706.0,43.0
48201521401,3298.0,46444.0,3298.0,1221.0,931.0,159.0
48201522001,2213.0,91411.0,2213.0,124.0,1103.0,14.0
48201522102,4532.0,92833.0,4423.0,682.0,1260.0,271.0
48201530101,3296.0,43353.0,3296.0,763.0,1561.0,210.0
48201540904,3804.0,95553.0,3804.0,546.0,1831.0,120.0
48201541009,4861.0,106029.0,4861.0,242.0,1694.0,16.0
48201541802,4140.0,61139.0,4140.0,573.0,1932.0,149.0
48201542004,2989.0,81719.0,2984.0,292.0,1016.0,123.0
48201542401,4991.0,49947.0,4886.0,1878.0,1665.0,303.0
48201543004,18217.0,196654.0,18217.0,915.0,5605.0,23.0
48201543007,23471.0,173796.0,23471.0,767.0,6862.0,110.0
48201543008,5255.0,93657.0,5255.0,147.0,1528.0,189.0
48201550403,2928.0,13491.0,2928.0,1943.0,1177.0,473.0
48201552901,5079.0,65574.0,5007.0,517.0,2446.0,282.0
48201553101,3508.0,95049.0,3491.0,248.0,1475.0,178.0
48201554407,6355.0,114223.0,6152.0,512.0,2126.0,63.0
48201554410,4586.0,102424.0,4586.0,592.0,1578.0,37.0
48201555101,5214.0,79000.0,5187.0,272.0,2022.0,342.0
48201555503,13991.0,141206.0,13455.0,308.0,4610.0,160.0
48201210800,2250.0,40561.0,2250.0,690.0,970.0,238.0
48201210900,1812.0,45599.0,1802.0,603.0,673.0,298.0
48201230300,2155.0,50521.0,2147.0,509.0,756.0,240.0
48201231500,3193.0,50104.0,3193.0,520.0,925.0,276.0
48201231600,2767.0,36912.0,2767.0,967.0,1099.0,142.0
48201231700,4756.0,53157.0,4756.0,1142.0,1123.0,143.0
48201241400,10417.0,92575.0,10399.0,415.0,3883.0,64.0
48201251505,3839.0,171600.0,3839.0,175.0,1484.0,10.0
48201310400,3018.0,57163.0,3018.0,321.0,1457.0,131.0
48201320100,2253.0,54083.0,2252.0,368.0,1025.0,284.0
48201330102,2022.0,40818.0,2022.0,760.0,712.0,102.0
48201330802,10276.0,108097.0,10273.0,855.0,3711.0,672.0
48201330901,10349.0,83794.0,10349.0,845.0,4161.0,521.0
48201330902,3665.0,37140.0,3665.0,1412.0,1063.0,186.0
48201340900,4640.0,48052.0,4640.0,1150.0,2303.0,413.0
48201343100,3900.0,82344.0,3870.0,248.0,1391.0,106.0
48201350300,6328.0,100948.0,6328.0,456.0,1972.0,142.0
48201350400,5806.0,69519.0,5806.0,583.0,2010.0,216.0
48201350500,7031.0,80079.0,6971.0,1273.0,2230.0,353.0
48201411901,2200.0,239519.0,2182.0,35.0,893.0,0.0
48201413204,1061.0,61635.0,1061.0,147.0,713.0,8.0
48201420100,2769.0,50725.0,2769.0,406.0,1637.0,101.0
48201421602,2868.0,42692.0,2868.0,942.0,1084.0,174.0
48201421802,2399.0,89079.0,2385.0,360.0,948.0,136.0
48201422403,2550.0,81108.0,2549.0,163.0,985.0,95.0
48201422501,3734.0,50911.0,3734.0,980.0,1431.0,338.0
48201423500,2254.0,105291.0,2254.0,166.0,762.0,82.0
48201540504,3408.0,55045.0,3408.0,1067.0,1201.0,302.0
48201541301,6232.0,87109.0,6171.0,721.0,2064.0,398.0
48201541402,2374.0,70298.0,2374.0,114.0,814.0,53.0
48201541604,10089.0,110368.0,10089.0,734.0,3439.0,339.0
48201541703,3705.0,76677.0,3705.0,458.0,1820.0,237.0
48201541901,2742.0,81125.0,2742.0,312.0,883.0,200.0
48201542001,4304.0,88035.0,4304.0,175.0,1320.0,126.0
48201542303,3640.0,117593.0,3640.0,159.0,1289.0,75.0
48201542402,5263.0,81355.0,5162.0,810.0,1994.0,88.0
48201542901,9563.0,118148.0,9563.0,661.0,3632.0,75.0
48201542902,42523.0,132015.0,41618.0,4248.0,12699.0,619.0
48201555404,3985.0,49883.0,3669.0,387.0,1908.0,287.0
48201555703,6280.0,155971.0,6280.0,434.0,2124.0,51.0
48201210500,4767.0,55337.0,4767.0,1071.0,1932.0,326.0
48201212500,3456.0,56250.0,3456.0,590.0,1458.0,330.0
48201221400,5666.0,32690.0,5666.0,2288.0,1841.0,506.0
48201223002,2739.0,44201.0,2739.0,222.0,986.0,341.0
48201230400,4227.0,59952.0,4116.0,839.0,1293.0,292.0
48201231100,5489.0,41360.0,5489.0,2070.0,1406.0,470.0
48201231300,5360.0,45417.0,5360.0,1275.0,1811.0,507.0
48201231800,3251.0,57136.0,3251.0,794.0,906.0,196.0
48201231900,5744.0,35976.0,5744.0,2239.0,1953.0,417.0
48201232000,4849.0,43594.0,4849.0,1962.0,1379.0,413.0
48201232100,3460.0,42262.0,3460.0,924.0,1118.0,207.0
48201232703,2693.0,51250.0,2676.0,925.0,850.0,236.0
48201232704,1906.0,50417.0,1906.0,184.0,773.0,135.0
48201232902,4665.0,69922.0,4644.0,415.0,1589.0,247.0
48201233600,2115.0,44821.0,2115.0,960.0,725.0,156.0
48201311100,5091.0,42721.0,5091.0,1000.0,1810.0,286.0
48201311300,4120.0,67316.0,4120.0,354.0,1235.0,213.0
48201311400,1668.0,45735.0,1668.0,374.0,470.0,137.0
48201330600,7148.0,48489.0,7148.0,1598.0,2437.0,624.0
48201341102,2143.0,50529.0,2048.0,279.0,1347.0,58.0
48201430101,2796.0,79038.0,2733.0,171.0,1460.0,48.0
48201431506,2849.0,87988.0,2813.0,148.0,1805.0,65.0
48201431701,2075.0,107698.0,2075.0,35.0,1299.0,0.0
48201431702,2848.0,175787.0,2848.0,132.0,1283.0,0.0
48201431804,2598.0,126458.0,2555.0,94.0,1426.0,6.0
48201431901,2492.0,41967.0,2491.0,290.0,1535.0,41.0
48201451401,3494.0,66038.0,3494.0,366.0,1713.0,203.0
48201510302,3482.0,157159.0,3475.0,70.0,1449.0,205.0
48201510601,3417.0,130616.0,3389.0,131.0,2062.0,120.0
48201510802,2817.0,250001.0,2817.0,34.0,1481.0,0.0
48201510902,5731.0,118750.0,5731.0,1104.0,2798.0,282.0
48201511400,2686.0,161607.0,2680.0,168.0,1322.0,35.0
48201530900,4670.0,86563.0,4621.0,644.0,1830.0,116.0
48201531100,3552.0,181698.0,3552.0,287.0,1357.0,119.0
48201531300,5109.0,70092.0,5047.0,980.0,2271.0,363.0
48201531400,2139.0,97464.0,2080.0,101.0,927.0,78.0
48201533701,7269.0,51207.0,7269.0,1766.0,2008.0,466.0
48201541100,8045.0,83321.0,8045.0,350.0,2471.0,299.0
48201551000,3693.0,52514.0,3693.0,519.0,1097.0,226.0
48201980100,0.0,,0.0,0.0,0.0,0.0
48201312700,2293.0,86667.0,2232.0,309.0,1188.0,207.0
48201312800,3752.0,15833.0,1540.0,919.0,850.0,516.0
48201312901,1869.0,14302.0,1326.0,520.0,747.0,353.0
48201312902,2391.0,,2366.0,731.0,1279.0,87.0
48201313300,2702.0,50313.0,2695.0,738.0,1229.0,230.0
48201321900,5314.0,64556.0,5294.0,977.0,1426.0,391.0
48201322000,4240.0,48382.0,4240.0,1608.0,1292.0,431.0
48201322100,3883.0,34597.0,3883.0,1143.0,1360.0,243.0
48201322200,1670.0,61311.0,1670.0,175.0,445.0,86.0
48201330700,8886.0,73221.0,8886.0,1440.0,2589.0,622.0
48201331700,3840.0,38994.0,3840.0,1633.0,1300.0,495.0
48201331800,4268.0,31938.0,4268.0,2226.0,1368.0,542.0
48201331900,3361.0,34883.0,3361.0,876.0,1409.0,495.0
48201332100,3173.0,41299.0,3173.0,1156.0,903.0,154.0
48201332200,4861.0,31534.0,4828.0,1651.0,1593.0,580.0
48201332400,4057.0,50462.0,4057.0,434.0,1247.0,371.0
48201332500,3410.0,83870.0,3410.0,160.0,1118.0,251.0
48201332700,2319.0,44909.0,2319.0,651.0,849.0,239.0
48201332800,4588.0,53333.0,4436.0,1285.0,1354.0,388.0
48201333000,3528.0,67813.0,3528.0,714.0,1038.0,116.0
48201333204,2338.0,39831.0,2338.0,581.0,843.0,220.0
48201342100,3964.0,99286.0,3937.0,532.0,1400.0,153.0
48201342200,4011.0,53459.0,3772.0,606.0,1363.0,239.0
48201342300,7114.0,63919.0,7114.0,1462.0,2571.0,621.0
48201342400,3524.0,73586.0,3496.0,150.0,1335.0,216.0
48201342500,6356.0,101964.0,6276.0,265.0,2293.0,126.0
48201350101,4367.0,79605.0,4253.0,998.0,1286.0,419.0
48201350103,8504.0,116571.0,8504.0,535.0,2816.0,60.0
48201410202,3900.0,130972.0,3900.0,202.0,2025.0,26.0
48201410502,3032.0,154261.0,3032.0,160.0,1655.0,52.0
48201411301,1918.0,114402.0,1918.0,169.0,1289.0,0.0
48201411507,2167.0,85782.0,2167.0,287.0,1325.0,14.0
48201422800,4533.0,53714.0,3986.0,1016.0,1545.0,103.0
48201422900,4060.0,44650.0,4041.0,1309.0,1389.0,457.0
48201450600,5678.0,75532.0,5588.0,601.0,2601.0,210.0
48201450700,6866.0,250001.0,6866.0,84.0,2202.0,0.0
48201450900,2783.0,105398.0,2783.0,69.0,1416.0,29.0
48201451100,3990.0,71250.0,3935.0,706.0,1827.0,60.0
48201451200,2770.0,166818.0,2751.0,8.0,1028.0,7.0
48201532400,7362.0,61144.0,7362.0,1350.0,2337.0,175.0
48201212300,4731.0,65176.0,4731.0,1195.0,1920.0,380.0
48201212400,2871.0,42344.0,2871.0,843.0,892.0,348.0
48201240704,4650.0,110398.0,4650.0,608.0,1247.0,178.0
48201241501,4295.0,44500.0,4135.0,685.0,1694.0,204.0
48201320901,2816.0,54707.0,2800.0,475.0,1115.0,190.0
48201333301,4541.0,30325.0,4541.0,2166.0,1247.0,572.0
48201342700,4713.0,81530.0,4713.0,508.0,1723.0,162.0
48201410601,3723.0,98958.0,3719.0,530.0,2844.0,135.0
48201410706,1835.0,72305.0,1827.0,391.0,1140.0,120.0
48201421103,1533.0,41982.0,1509.0,288.0,603.0,140.0
48201421204,3274.0,44222.0,3274.0,1012.0,1324.0,294.0
48201421206,2013.0,31203.0,2013.0,813.0,767.0,172.0
48201421301,3537.0,41842.0,3537.0,1565.0,1160.0,315.0
48201421302,5595.0,55064.0,4857.0,1319.0,1768.0,429.0
48201421502,3137.0,44367.0,3106.0,1156.0,1063.0,249.0
48201421801,2303.0,42045.0,2303.0,416.0,1053.0,207.0
48201423203,2280.0,50821.0,2280.0,814.0,835.0,222.0
48201432006,2264.0,35219.0,2264.0,860.0,1124.0,14.0
48201432101,3193.0,62029.0,3193.0,902.0,1453.0,242.0
48201451501,2984.0,73154.0,2969.0,118.0,1879.0,81.0
48201452102,1818.0,55909.0,1737.0,340.0,914.0,13.0
48201455102,2886.0,106012.0,2886.0,159.0,840.0,55.0
48201511201,2940.0,190938.0,2940.0,32.0,1459.0,22.0
48201511302,4961.0,170768.0,4960.0,220.0,2373.0,130.0
48201520601,2658.0,43147.0,2634.0,818.0,935.0,244.0
48201521000,2158.0,47985.0,2158.0,490.0,798.0,217.0
48201521100,2494.0,36955.0,2494.0,1171.0,741.0,137.0
48201521202,3481.0,66630.0,3325.0,691.0,1578.0,82.0
48201521300,7160.0,60095.0,7160.0,2300.0,2502.0,322.0
48201521600,2972.0,91667.0,2972.0,183.0,968.0,107.0
48201530102,2971.0,65192.0,2971.0,971.0,1108.0,169.0
48201541205,3286.0,96223.0,3286.0,105.0,1184.0,52.0
48201543009,5268.0,75724.0,5135.0,1304.0,1135.0,76.0
48201550306,5063.0,70560.0,5063.0,924.0,1479.0,288.0
48201551300,3634.0,138299.0,3634.0,89.0,1123.0,73.0
48201552303,3250.0,63724.0,3170.0,399.0,1638.0,117.0
48201553901,6298.0,135581.0,6220.0,61.0,1970.0,74.0
48201554001,3566.0,76563.0,3566.0,278.0,1294.0,66.0
48201555304,9377.0,140601.0,9377.0,1169.0,3141.0,144.0
48201555504,8095.0,127838.0,8095.0,400.0,2822.0,27.0
48201220900,1790.0,23083.0,1790.0,688.0,672.0,174.0
48201221000,3508.0,34574.0,3508.0,1322.0,1024.0,334.0
48201221100,3233.0,73110.0,3233.0,362.0,988.0,386.0
48201221200,5407.0,47390.0,5394.0,1053.0,1511.0,384.0
48201230900,4524.0,28250.0,4524.0,1624.0,1714.0,756.0
48201231000,6115.0,52500.0,5902.0,1798.0,1634.0,855.0
48201233001,4148.0,44594.0,4137.0,788.0,1275.0,414.0
48201251600,7420.0,96293.0,7420.0,785.0,2316.0,417.0
48201252400,6395.0,52736.0,6395.0,1049.0,2109.0,397.0
48201254200,2570.0,52940.0,2552.0,656.0,853.0,219.0
48201310102,2400.0,91102.0,2400.0,585.0,1412.0,189.0
48201312200,1609.0,,1609.0,654.0,720.0,233.0
48201312400,2048.0,,2048.0,1144.0,1030.0,430.0
48201312502,2089.0,101406.0,2052.0,527.0,1039.0,0.0
48201312602,2519.0,131864.0,2506.0,282.0,1314.0,15.0
48201313102,1789.0,85956.0,1715.0,354.0,991.0,57.0
48201323400,6940.0,48812.0,6940.0,1888.0,2158.0,550.0
48201323500,5525.0,44899.0,5513.0,2398.0,1721.0,505.0
48201323900,3268.0,32659.0,3232.0,919.0,1231.0,361.0
48201324000,6065.0,90750.0,6029.0,526.0,2124.0,493.0
48201330200,6130.0,57287.0,6079.0,1801.0,1562.0,328.0
48201330400,5047.0,45611.0,5047.0,1395.0,1574.0,363.0
48201330500,5466.0,71875.0,5466.0,1089.0,1771.0,307.0
48201332300,2910.0,44451.0,2910.0,437.0,987.0,258.0
48201340101,1610.0,59022.0,1610.0,132.0,800.0,119.0
48201340102,5498.0,88884.0,5466.0,902.0,1817.0,190.0
48201340502,2216.0,54180.0,2216.0,599.0,1025.0,254.0
48201410703,2286.0,93250.0,2275.0,231.0,1379.0,0.0
48201421700,4521.0,80609.0,4521.0,892.0,1765.0,154.0
48201451302,3254.0,139884.0,3254.0,28.0,1110.0,9.0
48201451903,3846.0,32231.0,3846.0,1524.0,1747.0,478.0
48201452001,6370.0,72528.0,6266.0,1018.0,2079.0,444.0
48201452101,7306.0,74299.0,7174.0,1094.0,3665.0,262.0
48201452601,5351.0,35932.0,5351.0,1897.0,1981.0,555.0
48201452602,2929.0,71591.0,2929.0,425.0,924.0,258.0
48201452900,4267.0,60455.0,4254.0,882.0,1304.0,181.0
48201453100,3712.0,39162.0,3664.0,1505.0,1379.0,323.0
48201530501,1636.0,39425.0,1592.0,449.0,727.0,157.0
48201530502,2491.0,62922.0,2487.0,489.0,1114.0,463.0
48201553404,3489.0,147868.0,3489.0,232.0,1090.0,37.0
48201222601,2269.0,31607.0,2269.0,1296.0,618.0,112.0
48201222602,2320.0,31483.0,2320.0,1141.0,1053.0,371.0
48201250408,17485.0,130054.0,17485.0,2207.0,6393.0,152.0
48201253102,8338.0,101836.0,8338.0,563.0,2444.0,167.0
48201253601,4254.0,98152.0,4254.0,80.0,1887.0,141.0
48201314005,2679.0,38990.0,2632.0,765.0,1857.0,59.0
48201314401,1510.0,47969.0,1510.0,509.0,956.0,12.0
48201341101,1956.0,72564.0,1754.0,357.0,695.0,186.0
48201350202,4545.0,84153.0,4545.0,551.0,1481.0,213.0
48201350603,4398.0,103673.0,4398.0,91.0,1353.0,150.0
48201410501,1825.0,136043.0,1825.0,127.0,1007.0,11.0
48201410802,1441.0,121094.0,1441.0,84.0,800.0,0.0
48201411001,2673.0,124773.0,2673.0,154.0,1760.0,44.0
48201411002,2176.0,101875.0,2176.0,209.0,1307.0,22.0
48201411003,1671.0,107802.0,1671.0,222.0,899.0,0.0
48201411503,3555.0,115417.0,3555.0,271.0,1993.0,11.0
48201411801,3825.0,121557.0,3783.0,155.0,1806.0,16.0
48201421104,4854.0,37316.0,4854.0,1391.0,1623.0,520.0
48201431203,1958.0,42768.0,1958.0,570.0,1032.0,274.0
48201431205,3514.0,43843.0,3514.0,801.0,1879.0,373.0
48201431206,1895.0,71875.0,1742.0,272.0,1004.0,39.0
48201431304,3114.0,67188.0,3114.0,250.0,1615.0,96.0
48201431403,1772.0,97500.0,1772.0,282.0,968.0,18.0
48201431404,2044.0,71191.0,2044.0,156.0,1405.0,0.0
48201431503,2295.0,110563.0,2295.0,80.0,1174.0,7.0
48201431504,2503.0,121875.0,2503.0,279.0,1082.0,43.0
48201432004,2018.0,128611.0,2018.0,24.0,878.0,12.0
48201432703,2048.0,75223.0,2048.0,471.0,1064.0,6.0
48201432704,1742.0,42232.0,1742.0,256.0,584.0,125.0
48201432903,2099.0,52750.0,2099.0,541.0,732.0,144.0
48201433006,2239.0,41006.0,2239.0,566.0,926.0,102.0
48201451406,2444.0,44375.0,2444.0,610.0,1586.0,109.0
48201522101,3413.0,61950.0,3413.0,812.0,1509.0,267.0
48201530701,1421.0,20516.0,1382.0,775.0,669.0,332.0
48201533803,7014.0,64209.0,7014.0,1442.0,1911.0,629.0
48201541008,3351.0,139393.0,3310.0,28.0,979.0,25.0
48201541500,5136.0,97824.0,5136.0,675.0,1677.0,59.0
48201551502,4924.0,66534.0,4924.0,708.0,1387.0,392.0
48201553405,6522.0,118704.0,6518.0,355.0,2160.0,150.0
48201980300,2918.0,,18.0,0.0,5.0,0.0
48201233701,4630.0,57532.0,4537.0,562.0,1375.0,330.0
48201233703,2699.0,46286.0,2699.0,596.0,852.0,134.0
48201240707,5251.0,86902.0,5248.0,442.0,1508.0,162.0
48201321101,3896.0,56454.0,3896.0,624.0,1595.0,347.0
48201350201,3813.0,104528.0,3813.0,381.0,1137.0,166.0
48201411700,3516.0,77193.0,3516.0,101.0,2252.0,38.0
48201411802,2196.0,113250.0,2196.0,213.0,1305.0,7.0
48201412000,3819.0,244483.0,3810.0,256.0,1810.0,9.0
48201421203,2358.0,38185.0,2358.0,1041.0,975.0,188.0
48201432302,2116.0,47712.0,2116.0,686.0,949.0,134.0
48201432502,1927.0,47250.0,1927.0,590.0,802.0,104.0
48201432600,2206.0,81731.0,2206.0,496.0,852.0,162.0
48201432803,2577.0,42096.0,2577.0,820.0,1149.0,269.0
48201432805,2473.0,40325.0,2473.0,874.0,784.0,248.0
48201432806,4291.0,38096.0,4169.0,1144.0,1775.0,395.0
48201432904,3861.0,60093.0,3861.0,1194.0,1564.0,163.0
48201433503,2368.0,46335.0,2368.0,756.0,695.0,283.0
48201433504,3358.0,35489.0,3358.0,1502.0,1116.0,335.0
48201433505,2175.0,34219.0,2175.0,670.0,751.0,226.0
48201433507,2911.0,27063.0,2911.0,1523.0,1188.0,464.0
48201433601,2878.0,36992.0,2878.0,1084.0,1057.0,384.0
48201450301,2690.0,64143.0,2690.0,548.0,1066.0,75.0
48201450302,5835.0,69751.0,5835.0,1671.0,2404.0,193.0
48201451605,3203.0,70714.0,3156.0,589.0,1480.0,190.0
48201451606,6423.0,128056.0,6423.0,433.0,2070.0,109.0
48201453001,3174.0,75855.0,3174.0,517.0,889.0,135.0
48201453002,5049.0,61594.0,5049.0,737.0,1361.0,236.0
48201453404,4557.0,41071.0,4557.0,2059.0,1342.0,408.0
48201453405,4064.0,42721.0,4064.0,1195.0,1519.0,353.0
48201453603,3445.0,37128.0,3445.0,674.0,1164.0,190.0
48201453604,3589.0,98790.0,3589.0,380.0,1065.0,68.0
48201453701,4635.0,62167.0,4495.0,1177.0,1276.0,316.0
48201453702,4492.0,51502.0,4492.0,516.0,1273.0,296.0
48201454802,4324.0,98053.0,4324.0,189.0,1746.0,93.0
48201454901,2428.0,138382.0,2428.0,268.0,832.0,62.0
48201455103,3810.0,112988.0,3810.0,144.0,1351.0,49.0
48201455104,3393.0,83131.0,3393.0,100.0,1167.0,80.0
48201533401,4205.0,48534.0,4205.0,1037.0,1415.0,235.0
48201550305,3275.0,75732.0,3236.0,238.0,1168.0,138.0
48201551102,6546.0,87565.0,6546.0,1649.0,1807.0,223.0
48201100001,5869.0,102588.0,4938.0,554.0,3379.0,27.0
48201211302,2075.0,32804.0,2020.0,709.0,1165.0,373.0
48201233200,6294.0,60774.0,6294.0,1248.0,1838.0,396.0
48201233400,2760.0,39280.0,2760.0,704.0,936.0,313.0
48201233501,3729.0,42727.0,3643.0,1016.0,1072.0,164.0
48201233502,2943.0,56761.0,2943.0,817.0,967.0,196.0
48201240505,1556.0,26810.0,1478.0,640.0,606.0,108.0
48201250407,10145.0,193974.0,10145.0,40.0,3272.0,8.0
48201251702,3949.0,79271.0,3949.0,530.0,1417.0,183.0
48201252306,10710.0,61250.0,10710.0,3534.0,2672.0,695.0
48201310101,2768.0,95786.0,2760.0,647.0,1437.0,224.0
48201311001,2746.0,61057.0,2746.0,792.0,1021.0,194.0
48201322900,3755.0,53795.0,3755.0,738.0,1051.0,285.0
48201323000,6571.0,41765.0,6548.0,1667.0,2132.0,729.0
48201323100,3503.0,39819.0,3459.0,1296.0,1058.0,481.0
48201323200,6023.0,71745.0,6023.0,1121.0,1895.0,444.0
48201323300,3278.0,19514.0,3167.0,1603.0,997.0,516.0
48201340501,3754.0,77065.0,3732.0,579.0,1780.0,88.0
48201340702,3871.0,87604.0,3871.0,488.0,1407.0,192.0
48201341002,3548.0,71106.0,3548.0,401.0,1597.0,182.0
48201341303,2936.0,60057.0,2923.0,379.0,1835.0,96.0
48201432005,3676.0,47468.0,3676.0,777.0,1545.0,180.0
48201433004,2346.0,42368.0,2210.0,879.0,762.0,237.0
48201433602,4053.0,42141.0,4053.0,1403.0,1662.0,498.0
48201440101,1842.0,25323.0,1812.0,754.0,818.0,157.0
48201451404,3643.0,61348.0,3643.0,500.0,2051.0,188.0
48201452002,3643.0,56033.0,3562.0,220.0,1915.0,92.0
48201454902,8609.0,96646.0,8609.0,443.0,2702.0,59.0
48201510301,3551.0,130503.0,3551.0,202.0,1707.0,0.0
48201532301,4612.0,58154.0,4612.0,1014.0,1930.0,544.0
48201541007,7383.0,127321.0,7367.0,146.0,2324.0,83.0
48201542107,3822.0,90175.0,3822.0,298.0,1033.0,167.0
48201542201,7542.0,87004.0,7542.0,1027.0,1845.0,349.0
48201543006,17618.0,145722.0,17324.0,1018.0,5800.0,695.0
48201554201,6498.0,83429.0,6348.0,512.0,2737.0,199.0
48201554202,3219.0,79896.0,3163.0,218.0,1242.0,76.0
48201554701,3382.0,87215.0,3382.0,429.0,1235.0,0.0
48201554904,3847.0,115211.0,3847.0,528.0,1266.0,127.0
48201554907,4476.0,88157.0,4476.0,525.0,1611.0,113.0
48201555305,12588.0,203088.0,12542.0,869.0,3986.0,82.0
48201210600,5415.0,83618.0,5415.0,363.0,2375.0,223.0
48201210700,2208.0,61161.0,2199.0,442.0,973.0,130.0
48201221602,5586.0,69063.0,5586.0,942.0,1654.0,229.0
48201221702,2959.0,38811.0,2959.0,973.0,882.0,253.0
48201222505,3304.0,75994.0,3280.0,373.0,887.0,148.0
48201232202,5736.0,157120.0,5736.0,79.0,1669.0,200.0
48201232303,5515.0,52446.0,5482.0,1525.0,1811.0,549.0
48201232305,11986.0,66988.0,11986.0,1827.0,3515.0,709.0
48201233002,3994.0,71736.0,3994.0,591.0,1221.0,275.0
48201251904,7486.0,109583.0,7486.0,487.0,2253.0,210.0
48201252202,6921.0,73500.0,6905.0,465.0,2000.0,281.0
